custom_id,task_name,how,slug,category_name,named_source,source_real,votes,confidence
cn-all-remaining-1186-bab0b07d,PostgreSQL 14 至 17 与 Debian 集群升级兼容迁移审计,分类,source-code-management,Source Code Management Software,,yes,2/3,0.45
cn-all-remaining-1189-7006e8fd,南丁格尔玫瑰图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.35
cn-all-remaining-1191-c00b9d6f,DOE-FHWA 电动汽车替代燃料走廊充电站就绪度与缺口拓扑核验,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,2/3,0.63
cn-all-remaining-1192-e8a7b525,HUD 2025 财年小区域公平市场租金与住房券支付标准政策审计,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.72
cn-all-remaining-1193-f47eaab5,大都会艺术博物馆藏品与 Getty AAT 权威词迁移审计,分类,collections-management,Collections Management Software,,yes,3/3,0.63
cn-all-remaining-1194-dd6f8e42,三元相图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.45
cn-all-remaining-1195-54f2007f,小提琴图与相关性矩阵组合图,分类,statistical-analysis,Statistical Analysis Software,,no,2/3,0.48
cn-all-remaining-1196-2e491509,堆叠柱状图与桑基图组合图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.53
cn-all-remaining-1197-4a071135,相关性分析散点图矩阵,分类,statistical-analysis,Statistical Analysis Software,,no,2/3,0.5
cn-all-remaining-1198-b373b9f2,带有误差频率分布直方图的回归拟合图,分类,weather-data-software,Weather Data Software,,unsure,2/3,0.37
cn-all-remaining-1199-e7996860,半圆形堆叠柱状图,分类,environmental-health-and-safety,Environmental Health and Safety Software,,unsure,2/3,0.42
cn-all-remaining-1200-c90ef7d2,PCoA 主坐标分析图,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,3/3,0.63
cn-all-remaining-1201-fc3a4bbf,多区域特征重要性与 SHAP 值分布组合图,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,2/3,0.45
cn-all-remaining-1202-7e1e5e56,环形柱状图,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,3/3,0.55
cn-all-remaining-1203-5b6e49c8,雷达图,分类,data-visualization-tools,Data Visualization Tools,,no,1/3,0.52
cn-all-remaining-1204-d018a431,三维条带图,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,unsure,3/3,0.43
cn-all-remaining-1205-8acb751d,环形堆叠图+折线图组合图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.4
cn-all-remaining-1206-037de182,末端配送路线复核与数据质量审计委托,分类,last-mile-delivery,Last Mile Delivery Software,,yes,3/3,0.78
cn-all-remaining-1207-4ddc2ebe,XGBoost SHAP 因子摘要图与特征贡献极坐标玫瑰图组合图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.45
cn-all-remaining-1208-999d7a75,三维锥形曲线图,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,no,2/3,0.43
cn-all-remaining-1209-1dea3a30,多重检验环形图,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,3/3,0.53
cn-all-remaining-1210-a58d9793,特征-目标相关性网络图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.5
cn-all-remaining-1211-7e853800,PMSM 编码器电角度零位标定,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.8
cn-all-remaining-1212-d016f772,模型性能评估扇形泰勒图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.48
cn-all-remaining-1213-3f5d52a4,三维柱状图绘制,分类,data-visualization-tools,Data Visualization Tools,,no,3/3,0.43
cn-all-remaining-1214-6b102c6b,径向小提琴图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.47
cn-all-remaining-1215-77d24289,特征相关性热图与因子分析载荷连接图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.47
cn-all-remaining-1216-f7ebfcc5,三元散点图绘制,分类,urban-planning-and-design,Urban Planning and Design Software,,no,2/3,0.43
cn-all-remaining-1217-82cfac32,环形云雨图绘制,分类,data-visualization-tools,Data Visualization Tools,,no,3/3,0.57
cn-all-remaining-1220-8b5989c4,EIA-860 California and Texas generator transition and ownership audit,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.82
cn-all-remaining-1224-25c363a2,NVD and CISA KEV temporal and severity reconciliation audit,分类,vulnerability-management,Vulnerability Management Software,,yes,2/3,0.65
cn-all-remaining-1226-dee9d6cd,Kubernetes metrics-server release manifest semantic consistency audit,分类,version-control-hosting,Version Control Hosting Software,,yes,3/3,0.62
cn-all-remaining-1227-8e526987,IANA tzdata 2026b to 2026c semantic entity migration audit,分类,version-control-hosting,Version Control Hosting Software,,yes,3/3,0.48
cn-all-remaining-1228-f66c0ac7,弧状条形图与堆叠条形图组合图,分类,data-visualization-tools,Data Visualization Tools,,no,3/3,0.57
cn-all-remaining-1229-60e5c90c,雷达气泡图绘制,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,unsure,2/3,0.42
cn-all-remaining-1230-fa4539ed,双向工业水下螺旋桨推力跟踪控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.83
cn-all-remaining-1231-6002aecb,特征相关性热图与因子分析载荷连接图,分类,data-visualization-tools,Data Visualization Tools,,no,3/3,0.53
cn-all-remaining-1232-ff5c39e1,SHAP 依赖图与 PDP 及数据分布直方图复合图,分类,data-visualization-tools,Data Visualization Tools,,no,2/3,0.5
cn-all-remaining-1233-9818d7c6,基于实船回转试验的艏向跟踪舵控器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.83
cn-all-remaining-1234-3392f4a4,双推进器船舶推力与功率约束分配控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.83
cn-all-remaining-1235-dfe1264e,高速滑行艇纵横姿态协同控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.58
cn-all-remaining-1236-bfcba6a3,船用柴油机负载扰动转速调速器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.6
cn-all-remaining-1237-0b90a276,分组线性拟合图绘制,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.38
cn-all-remaining-1238-8fc3385c,分组散点图与边缘分布图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.4
cn-all-remaining-1239-76250601,分组散点回归拟合图与残差分析图,分类,statistical-analysis,Statistical Analysis Software,,no,2/3,0.4
cn-all-remaining-1240-c95aca35,船舶横向压载调驳横倾控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.6
cn-all-remaining-1241-8a1b94a2,低速船舶三自由度动力定位控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.6
cn-all-remaining-1242-e9bec0dd,分组棒棒糖图绘制,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,2/3,0.38
cn-all-remaining-1243-1f46d838,环形柱状图绘制,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,1/3,0.37
cn-all-remaining-1244-cd3d21b5,新装工业离心风机静压与失速裕度控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.58
cn-all-remaining-1245-c87e5086,特征-目标相关性扇形热图,分类,data-science-and-machine-learning-platforms,Data Science and Machine Learning Platforms,,unsure,2/3,0.3
cn-all-remaining-1247-ac608d05,多层圆环图绘制,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,unsure,2/3,0.3
cn-all-remaining-1248-a8692605,三维带状图绘制,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.4
cn-all-remaining-1249-ce04e010,IETF RFC 与 IANA HTTP 注册表引用谱系治理审计,分类,x-regulatory-registry,Regulatory Registry / Compliance Filing Database — 备案与合规申报检索库,,yes,3/3,0.32
cn-all-remaining-1253-671145bb,跨机构 IIIF 文化遗产清单互操作与迁移治理审计,分类,collections-management,Collections Management Software,,yes,2/3,0.43
cn-all-remaining-1258-6624551d,半潜船吃水与纵倾协同压载控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.57
cn-all-remaining-1259-7713fc3c,FDIC 与 OCC 银行牌照监管边界及机构身份核验,分类,x-regulatory-registry,Regulatory Registry / Compliance Filing Database — 备案与合规申报检索库,,yes,3/3,0.63
cn-all-remaining-1260-accd9250,硅晶片激光加热,分类,simulation-cae,Simulation & CAE Software,,no,3/3,0.4
cn-all-remaining-1261-86ef2e29,水下作业吊放主动升沉补偿控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.57
cn-all-remaining-1263-160345b6,多组标准化回归系数环形热图绘制,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.43
cn-all-remaining-1267-415f2c64,工业液压缸负载自适应位置控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.57
cn-all-remaining-1268-a320b58e,变量相关热图与 Mantel 检验网络图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.42
cn-all-remaining-1269-3e275392,工业圆柱尾流旋转抑振控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.57
cn-all-remaining-1270-b6f5237b,变频泵长输管道末端压力控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.57
cn-all-remaining-1271-bd70ed77,工业直流母线储能稳压控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.57
cn-all-remaining-1272-b8bf9c6d,工业巡检机器鱼速度与航向协同控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.55
cn-all-remaining-1273-3edac745,三维填充面积图绘制,分类,data-visualization-tools,Data Visualization Tools,,no,2/2,0.47
cn-all-remaining-1274-803308df,三维瀑布图绘制,分类,data-visualization-tools,Data Visualization Tools,,no,2/2,0.48
cn-all-remaining-1275-686e277b,环形柱状图绘制,分类,x-ml-experiment-tracking,ML Experiment Tracking / Model Registry — 逐 run 指标对比与模型版本,,yes,2/2,0.47
cn-all-remaining-1276-03751279,工业蒸汽换热器出口温度控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.57
cn-all-remaining-1277-99e5435c,三维堆叠图绘制,分类,data-visualization-tools,Data Visualization Tools,,no,2/2,0.48
cn-all-remaining-1278-c90c6dfb,工业卷对卷收卷张力控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.57
cn-all-remaining-1279-7e6fa4f7,SHAP 交互特征网络图绘制,分类,data-science-and-machine-learning-platforms,Data Science and Machine Learning Platforms,,no,2/2,0.45
cn-all-remaining-1280-cc53ddd2,工业桥式起重机小车定位与载荷防摇控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.57
cn-all-remaining-1281-ccaf70df,工业冷轧机出口厚度与张力协同控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.57
cn-all-remaining-1282-2e716750,Spearman 相关性矩阵气泡图,分类,statistical-analysis,Statistical Analysis Software,,unsure,2/2,0.43
cn-all-remaining-1283-b96cb1bf,工业中和槽非线性 pH 控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.63
cn-all-remaining-1285-7b8649af,工业蒸汽锅炉汽包水位三元素控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.65
cn-all-remaining-1287-6ddf81af,工业伺服压装接触过渡力控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.63
cn-all-remaining-1288-f8d5abf9,工业带式输送机皮带跑偏纠偏控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.62
cn-all-remaining-1289-259f60fe,多年份变量相关性热图与中心目标连接图,分类,gis,GIS Software,,yes,2/3,0.5
cn-all-remaining-1290-fb1f206b,和弦图,分类,statistical-analysis,Statistical Analysis Software,,unsure,1/3,0.4
cn-all-remaining-1291-6c263615,工业曝气池溶解氧节能控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.65
cn-all-remaining-1292-3e9376c4,睡眠特征与脑区相关性环形热图,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,2/3,0.55
cn-all-remaining-1293-6c724b43,工业连续谷物干燥机出口水分控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.65
cn-all-remaining-1294-55ac6de2,工业制冷蒸发器过热度控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.65
cn-all-remaining-1295-13356b7a,工业燃气加热炉烟气氧量控制器,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.65
cn-all-remaining-1296-5bbf448c,多模型平滑雷达图绘制,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.62
cn-all-remaining-1297-ccb981d8,百分比饼图与环形堆叠图组合图,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.47
cn-all-remaining-1298-1d290edf,变量散点图矩阵与相关性热图组合图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.5
cn-all-remaining-1299-ae3c648c,带有边缘分布密度的多组回归拟合图,分类,statistical-analysis,Statistical Analysis Software,,unsure,1/3,0.33
cn-all-remaining-0012-3f9dd525,基于 OpenSim 4.3 的最大速度短跑支撑期下肢动力学审计与技术限制因子判定,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0013-177a3250,基于 OpenSim 4.3 的短跑起跑器设置 A/B 对比、前两步推进效率与肌肉需求分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0014-ae2a0ad8,基于 OpenSim 4.3 输出的短跑干预研究可复现统计分析与论文结果包生成,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0015-c1b61c11,基于 OpenSim 4.3 的短跑动力学指标测试-重测可靠性、测量误差与科研结局变量筛选,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0022-a7309437,基于 ASE 与机器学习势函数统一接口的 B16W4 晶体结构全弛豫项目开发,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0023-c6ea8ded,基于 Phonopy 有限位移法与机器学习势函数的 B16W4 晶体声子谱计算项目开发,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0024-337ba4e9,基于准谐近似、Phonopy 与机器学习势函数的晶体热膨胀系数及体积温度曲线计算项目开发,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0026-729327ea,基于 Phono3py 与机器学习势函数的 B16W4 晶格热导率计算项目开发,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0030-349ac3ae,Monaco OSM 矢量瓦片管道,原文点名,,,openstreetmap,yes,1/1,1.0
cn-all-remaining-0031-b2b5d783,OpenSim 4.5.1 途中跑单步支撑外部力学有效性分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0032-4d3edeb8,途中跑前摆事件格状态转移、双向闭合与下一支撑准备度分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0034-ca542016,OpenSim 4.5 最大速度途中跑支撑末期推进、离地状态与早期回收边界分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0041-c6549c75,短跑途中跑下压阶段多证据链双向验证分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0046-451fb7f6,HDFS 系统日志异常检测管道,原文点名,,,loghub,yes,1/1,1.0
cn-all-remaining-0055-5f8881ce,面向物理学家的晶体结构三维可视化与配位环境分析 GUI 工具开发,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0063-4a16f58b,机房运维多变量时序异常检测管道,原文点名,,,server machine dataset,yes,1/1,1.0
cn-all-remaining-0064-f465db7b,OTTO 电商会话 next-click 推荐,原文点名,,,github.com,yes,1/1,1.0
cn-all-remaining-0071-37996442,电商会话级 Top-K 召回管道,原文点名,,,github.com,yes,1/1,1.0
cn-all-remaining-0072-1e08f36f,德国电力负荷月度预测管道,原文点名,,,open power system data,yes,1/1,1.0
cn-all-remaining-0073-452b7fbc,银行定期存款订阅预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0074-d8d19fe8,FD001 涡扇发动机剩余寿命(RUL)预测管道,原文点名,,,nasa c-mapss,yes,1/1,1.0
cn-all-remaining-0076-9295b271,20 Newsgroups 多类文本分类管道,原文点名,,,20 newsgroups,yes,1/1,1.0
cn-all-remaining-0079-687957c7,网络入侵检测处理管道,原文点名,,,unsw-nb15,yes,1/1,1.0
cn-all-remaining-0094-f32031a4,OpenSim 4.5 短跑起跑加速期单步态周期下肢生物力学分解与技术诊断分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0095-8f5537c0,短跑途中跑（最大速度期）单步态周期下肢生物力学分解与刚度-力施加技术分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0096-b45060b6,短跑途中跑多层处理稳健性、根部残差相位归因与可报告性证据裁决,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0097-f836cdfa,短跑途中跑单记录片段多证据时空组织、状态闭合与分辨率审计,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0098-da2ff8ac,短跑加速单试次派生 GRF—骨盆运动学连续时间双向状态重建、处理路径归因与可辨识性审计,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0099-d5e10074,短跑起跑加速期多步态身体构型、关节协调拓扑与跨试次稳健性分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0110-9c074cb8,M3GNet 周期晶体图与三体索引构建模块复现,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0112-94e72782,M3GNet 风格晶体势函数能量、力、应力接口与结构弛豫流程复现,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0117-1fe73b6d,垂直井光纤地震事件定位,原文点名,,,ttcrpy,yes,1/1,1.0
cn-all-remaining-0119-59547d3b,Utah FORGE 井轨迹与压裂微震几何下载、清洗及三维可视化,原文点名,,,utah forge,yes,1/1,1.0
cn-all-remaining-0120-b0a2424b,二维双差定位算法的三维工程化迁移,原文点名,,,ttcrpy,yes,1/1,1.0
cn-all-remaining-0122-af317fbc,Utah FORGE公开数据下载、三维速度模型重建与可视化,原文点名,,,utah forge,yes,1/1,1.0
cn-all-remaining-0127-6da3cfcb,短跑加速窗口摆臂多估计器相位耦合、附肢角动量代理、组合分组泛化与证据依赖审计,原文点名,,,pose2sim,yes,1/1,1.0
cn-all-remaining-0131-17b02b87,短跑起跑加速期触地落点—躯干前倾的模型—物理—鲁棒性三层闭合分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0132-a04b6dbd,人体活动识别管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0133-f7460d93,手写符号聚类管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0134-cd25fa80,电力系统稳定性预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0135-8319cf05,2020 Magna真实地震序列完整性、b值、Omori衰减与空间结构联合分析,原文点名,,,usgs fdsn event web service,yes,1/1,1.0
cn-all-remaining-0137-9ebb5d85,短跑起跑加速期连续步触地构型与时空递进双向闭合验证分析,原文点名,,,pose2sim,yes,1/1,1.0
cn-all-remaining-0138-69bd676c,森林覆盖类型预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0139-9b7aa92c,银行营销订阅预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0142-0a9b052b,德国逐小时电力负荷预测管道,原文点名,,,open power system data,yes,1/1,1.0
cn-all-remaining-0143-17a50046,Fashion-MNIST 服装图像分类管道,原文点名,,,fashion-mnist,yes,1/1,1.0
cn-all-remaining-0146-83026528,超导临界温度回归预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0149-4942e976,人类活动识别(HAR)分类管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0152-263ab951,北京 PM2.5 浓度回归预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0161-5575a6fd,Fashion-MNIST 衣物图像十分类,原文点名,,,fashion-mnist,yes,1/1,1.0
cn-all-remaining-0164-ac08314c,加州房价回归预测,原文点名,,,github.com,yes,1/1,1.0
cn-all-remaining-0167-883d33da,MNIST 数字无监督聚类,原文点名,,,openml,yes,1/1,1.0
cn-all-remaining-0171-e39ad0aa,NASA C-MAPSS 涡扇发动机 RUL 预测,原文点名,,,nasa c-mapss,yes,1/1,1.0
cn-all-remaining-0174-9d91f75b,滚动轴承振动故障诊断,原文点名,,,case western reserve university bearing data center,yes,1/1,1.0
cn-all-remaining-0175-d4ad3f28,钢带表面缺陷分类管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0183-f366890f,Sentinel-2 影像子区地表覆盖分类,原文点名,,,sentinel-2,yes,1/1,1.0
cn-all-remaining-0191-ca010215,二维井间地震首波走时层析成像与异常体恢复,原文点名,,,ttcrpy,yes,1/1,1.0
cn-all-remaining-0209-c0b07690,柏林气象温度递归多步预测,原文点名,,,open-meteo,yes,1/1,1.0
cn-all-remaining-0210-a492a1f7,工业泵阀多变量时序异常检测管道,原文点名,,,skab,yes,1/1,1.0
cn-all-remaining-0211-8626b54a,家电能耗概率区间预测,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0212-294e3740,法国逐小时电力负荷预测管道,原文点名,,,open power system data,yes,1/1,1.0
cn-all-remaining-0213-58019df6,工业控制系统多变量时序异常检测 + 受影响过程根因定位,原文点名,,,github.com,yes,1/1,1.0
cn-all-remaining-0224-36cf0ef9,Panda 7-DOF 冗余机械臂多约束逆运动学求解(含肘部朝上约束),原文点名,,,franka_description,yes,1/1,1.0
cn-all-remaining-0226-3fc6271b,基于CPIC指南的药物基因组学个体化用药决策支持系统构建与验证,原文点名,,,cpic,yes,1/1,1.0
cn-all-remaining-0231-5620634f,B16W4 晶体有限温度体积响应与热膨胀计算工作流开发,原文点名,,,vasp,yes,1/1,1.0
cn-all-remaining-0249-07d18b19,基于连接组数据生成 Neuroglancer 复杂可视化状态文件,原文点名,,,flywire,yes,1/1,1.0
cn-all-remaining-0250-dd5e6757,药物相互作用(DDI)图链接预测管道,原文点名,,,drugbank,yes,1/1,1.0
cn-all-remaining-0251-9c900545,克罗地亚逐小时电力负荷预测管道,原文点名,,,open power system data,yes,1/1,1.0
cn-all-remaining-0253-e224ded0,密西西比河日流量递归多步预测,原文点名,,,usgs.gov,yes,1/1,1.0
cn-all-remaining-0261-e71a7c3d,Higress OpenAI 转 Claude 时丢失缓存 Token 用量,原文点名,,,higress,yes,1/1,1.0
cn-all-remaining-0262-796b7763,fix(diff): review merge commits against their first parent,原文点名,,,alibaba open code review,yes,1/1,1.0
cn-all-remaining-0263-3cce95f4,并发代码审查中的 WaitGroup 竞态与任务错误,原文点名,,,alibaba open code review,yes,1/1,1.0
cn-all-remaining-0264-cb4d04f6,Higress MCP 配置更新导致 SSE 长连接中断,原文点名,,,higress,yes,1/1,1.0
cn-all-remaining-0267-2abe3ec4,APISIX PATCH 导致插件密钥重复加密,原文点名,,,apache apisix,yes,1/1,1.0
cn-all-remaining-0268-0b9ebbad,APISIX Anthropic 协议转换中的工具参数与流式结束异常,原文点名,,,apache apisix,yes,1/1,1.0
cn-all-remaining-0273-cd6dd51a,塞浦路斯逐小时电力负荷预测管道,原文点名,,,open power system data,yes,1/1,1.0
cn-all-remaining-0274-baf882d4,意大利逐小时电力负荷预测管道,原文点名,,,open power system data,yes,1/1,1.0
cn-all-remaining-0275-5e80942a,Metro 州际公路交通量递归多步预测管道,原文点名,,,uci.edu,yes,1/1,1.0
cn-all-remaining-0277-aba735f6,工业泵阀信号故障类型分类管道,原文点名,,,skab,yes,1/1,1.0
cn-all-remaining-0278-95674282,北京 PM2.5 递归多步预测,原文点名,,,open-meteo air quality api,yes,1/1,1.0
cn-all-remaining-0282-dc05cea5,社交图链路预测,原文点名,,,snap.stanford.edu,yes,1/1,1.0
cn-all-remaining-0283-23156729,多文件并发审查时异步记忆压缩状态串线,原文点名,,,Alibaba Open Code Review,yes,1/1,1.0
cn-all-remaining-0285-6c1acb68,Higress 流式 AI 统计被空模型值污染,原文点名,,,Higress,yes,1/1,1.0
cn-all-remaining-0286-e2cd489c,Git Diff 二进制标记误判与增删行统计错误,原文点名,,,Alibaba Open Code Review,yes,1/1,1.0
cn-all-remaining-0297-075420d6,immune inflitration,原文点名,,,TCGA,yes,1/1,1.0
cn-all-remaining-0298-23ad7da2,复现并审计 NHTSA 2024 FARS 超速致死事故监管数据产品,原文点名,,,NHTSA,yes,1/1,1.0
cn-all-remaining-0299-fe86cac8,复算并审计 EPA 2022–2024 全国臭氧设计值数据产品,原文点名,,,EPA AQS,yes,1/1,1.0
cn-all-remaining-0301-1a02a327,IEEE 118 母线 N-1 安全筛查与补救调度,原文点名,,,PGLib-OPF,yes,1/1,1.0
cn-all-remaining-0306-324b959e,FORGE 16A(78)-32 压裂微震监测三维数据集成与高质量图件绘制,原文点名,,,utah forge,yes,1/1,1.0
cn-all-remaining-0308-1be316f2,Utah FORGE 78B-32井轨迹校正的FMI裂缝组系、P10强度与裂缝走廊联合解释,原文点名,,,utah forge,yes,1/1,1.0
cn-all-remaining-0309-1e15e796,起跑早期连续六步支撑身体投射、姿态抬升与触地组织状态转移分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0310-0e213c96,加速跑支撑-腾空-下一触地连续链离地投射、摆动回收与再触地准备分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0311-a71a28cc,最大速度阶段途中跑完整摆动腿回收、前摆展开与触地前足速匹配分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0312-ad59def1,最大速度阶段途中跑触地前 120 ms 至支撑前 25% 足部回扒、胫骨定向与早期碰撞代理边界分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0313-3b7b6938,最大速度阶段途中跑全身三维反向摆动协调、角动量代理分解与跨周期稳定性分析,原文点名,,,opensim,yes,1/1,1.0
cn-all-remaining-0345-a6224347,零售客户复购预测管道,原文点名,,,uci machine learning repository,yes,1/1,1.0
