排除类别,一致度,任务名,依据,原文点名来源,custom_id
工程仿真与科学计算,2/2,碳相维氏硬度代理候选筛选与 VASPKIT 弹性任务生成,MACE-C权重预测值+VASPKIT弹性任务目录生成,MACE-C,cn-all-remaining-0367-7a386953
工程仿真与科学计算,2/2,审计 NH3/Si 几何优化输入的完整性,CP2K第一性原理GEO_OPT输入文件审计,,cn-all-remaining-0454-9372c08f
工程仿真与科学计算,2/2,评估 NH3/Si 几何优化和 SCF 收敛,CP2K几何优化/SCF收敛日志解析,CP2K,cn-all-remaining-0455-f664e844
工程仿真与科学计算,2/2,量化 NH3 在 Si 表面的吸附几何演化,CP2K优化轨迹XYZ逐帧几何分析,CP2K,cn-all-remaining-0456-20aab82a
工程仿真与科学计算,2/2,审计 Cu/a-SiO2 双温模型输入和依赖,LAMMPS双温模型输入链与依赖审计,,cn-all-remaining-0458-9f20b0d5
工程仿真与科学计算,2/2,分析 Cu/a-SiO2 晶格稳态温度剖面,LAMMPS晶格温度输出剖面统计分析,,cn-all-remaining-0459-8e14ff87
工程仿真与科学计算,2/2,审计 Cu/a-SiO2 双温计算的运行稳定性,LAMMPS日志/thermo文本，命令行无网页,LAMMPS,cn-all-remaining-0460-5d875d31
工程仿真与科学计算,2/2,计算左侧界面的积分谱热导,LAMMPS谱热导(SHC)原始输出文本,,cn-all-remaining-0461-49aebc48
工程仿真与科学计算,2/2,审计粗糙界面左右谱热导的能流一致性,LAMMPS左右界面谱热导，MD原始输出,,cn-all-remaining-0462-529c73fd
工程仿真与科学计算,2/2,审计粗糙界面谱热流工程的可复现性,审计LAMMPS工程文件契约，命令行工具,,cn-all-remaining-0463-a8720d2c
工程仿真与科学计算,2/2,核对 MaMiCo 配置与实际输出覆盖范围,MaMiCo XML配置与耦合日志，无GUI,MaMiCo,cn-all-remaining-0464-f11fcc5a
工程仿真与科学计算,2/2,评估 MD 与 LBM 温度的耦合收敛,MaMiCo MD-LBM耦合日志文本,,cn-all-remaining-0465-6561609b
工程仿真与科学计算,2/2,审计 MD–LBM 耦合热流的单位换算,MaMiCo耦合热流日志，命令行输出,,cn-all-remaining-0466-f1cc6fdb
工程仿真与科学计算,2/2,标准化 GaN/金刚石 NEMD 温度历史,LAMMPS温度分块文本temp2.txt,,cn-all-remaining-0467-53eeb5e8
工程仿真与科学计算,2/2,计算 GaN/金刚石界面的稳态温降,LAMMPS界面温降分析，MD原始数据,,cn-all-remaining-0468-f15a443c
工程仿真与科学计算,2/2,双变量同步性组合三角热力图,气候同步性模拟数据xlsx，无仓库线索,,cn-all-remaining-0471-0d77c114
工程仿真与科学计算,2/2,多源水面波干涉反演,水面波传播公式数值反演,,cn-all-remaining-0486-21dd301a
工程仿真与科学计算,2/2,载流折线路径磁场计算、圆环收敛与协变审计,Biot-Savart磁场数值计算与收敛,,cn-all-remaining-0487-ea176e74
工程仿真与科学计算,2/2,变介电二维静电边界值求解与等势线拓扑审计,变介电Laplace/Poisson边值求解,,cn-all-remaining-0488-efcb609a
工程仿真与科学计算,2/2,任意载流路径三维磁场计算、拓扑异常与矢量协变验证,三维Biot-Savart路径积分数值场计算程序,,cn-all-remaining-0529-c2ec96cc
工程仿真与科学计算,2/2,C遗留二维声波有限差分核的边界安全迁移、checkpoint与色散审计,C遗留声波FD数值核迁移，色散边界仿真核心,,cn-all-remaining-0564-0ebc10e7
工程仿真与科学计算,2/2,MOF MatterSim 弹性常数矩阵与体模量 benchmark 验证,checkpoint+POSCAR+DFT张量计算,,cn-all-remaining-0654-3faaf48b
工程仿真与科学计算,2/2,MOF MatterSim E-V 曲线与体模量拟合 benchmark 验证,MatterSim势函数E-V曲线计算,,cn-all-remaining-0655-46597c07
工程仿真与科学计算,2/2,MOF MatterSim 势函数热容与自由能 benchmark 验证,势函数声子热容自由能计算,,cn-all-remaining-0656-39075a94
工程仿真与科学计算,2/2,面向审稿回复的超硬碳材料弹性张量、VRH 模量与硬度证据复核,VASPKIT应变+ELASTIC_TENSOR原始数据,VASP,cn-all-remaining-0658-a24a0d9e
工程仿真与科学计算,2/2,低速主机推进轴系扭振计算、海试阻尼标定与禁区校核,集中质量扭振建模与海试标定,,cn-all-remaining-0732-1bcf585e
工程仿真与科学计算,2/2,理想化中纬度锋生过程动力诊断与强迫峰值识别,理想化数值模式格点场诊断,,cn-all-remaining-0771-fa562c12
工程仿真与科学计算,2/2,WRF 强降水个例双方案模式检验与敏感性评估,原文点名WRF数值模式输出,WRF,cn-all-remaining-0773-95cfc75e
工程仿真与科学计算,2/2,基于官方 MACE 势函数的匿名 MOF 结构 CPU-NVT 轨迹复现与审计,MACE势ASE分子动力学模拟,,cn-all-remaining-0774-0738fe73
工程仿真与科学计算,2/2,MACE-ML-IAP 水分子动力学 Kokkos 能力探测与后端等价性验收,LAMMPS分子动力学模拟输出,,cn-all-remaining-0775-b2fdc7cf
工程仿真与科学计算,2/2,基于 MACE-LAMMPS 水轨迹的 O-H 径向分布函数与结构统计,LAMMPS轨迹RDF结构分析,,cn-all-remaining-0776-fdff78f7
工程仿真与科学计算,2/2,某装备制造园区 110 kV 电网夏大方式潮流校核与 N-1 无功优化,电网规划计算库导出的潮流模型,,cn-all-remaining-0903-fe643cd1
工程仿真与科学计算,3/3,渤海潮汐潮流数值模拟：从真实水深/岸线数据到调和分析与情景诊断,Fortran浅水方程潮汐数值模拟,,cn-all-remaining-0961-cea1fcda
工程仿真与科学计算,3/3,复核 Amber 罐区正丁烷球罐综合强度与支承稳定性,球罐强度计算书PDF，逐步工程计算链,,cn-all-remaining-0989-f5bd3548
工程仿真与科学计算,2/2,硅晶片激光加热,COMSOL 有限元晶片激光加热瞬态仿真模型,,cn-all-remaining-1260-accd9250
台架与产线采集,2/2,app_performance_test,Profiler/Instruments单机调试采集的性能trace,,cn-all-remaining-0199-7d1d6e95
台架与产线采集,3/3,800V纯电SUV动力电池液冷热管理工况评估与冷却能力校核 ,整车道路/快充试验台架数据与设备地图,,cn-all-remaining-0266-117b85a6
台架与产线采集,2/2,DAS 脉冲响应与应变灵敏度标定,点名Silixa iDAS等DAS采集仪控制软件,Silixa iDAS,cn-all-remaining-0335-2dca6689
台架与产线采集,2/2,800V动力电池液冷系统台架数据质量、热平衡故障与控制策略放行评估,电池液冷台架10秒级多通道采集时序数据,,cn-all-remaining-0402-aa42dfd5
台架与产线采集,2/2,四机并联工业冷却水泵站变频改造的水力标定、电气容量、控制仿真、可靠性与全寿命周期优化,泵性能试验台架与SCADA多通道运行采集,,cn-all-remaining-0424-4587bf87
台架与产线采集,3/3,低轨遥感卫星多传感器姿轨融合、地理定位与发布准入,"多通道遥测融合,系台架式采集",,cn-all-remaining-0681-fa021dc7
台架与产线采集,3/3,星载多传感器姿态重建、成像审计与动量卸载计划复核,"多源遥测轮组,系台架式多通道采集",,cn-all-remaining-0685-86a96752
台架与产线采集,3/3,散热风扇加速寿命、任务剖面与现场可靠性联合评审及量产放行判定,多温度台架ALT截尾寿命试验原始数据,,cn-all-remaining-0694-7620d864
台架与产线采集,3/3,仓储AMR异步轮速—IMU—激光定位融合、退化诊断与自动化验收,轮速IMU激光机器人日志多通道回放,,cn-all-remaining-0700-bdfb5774
台架与产线采集,3/3,55 nm CMOS 接触孔刻蚀—预清洗—钨塞联调工艺窗口评估,晶圆产线DOE多点量测电性数据,,cn-all-remaining-0717-003ac8fe
台架与产线采集,3/3,100G QSFP28 CWDM4 光模块全温 Tx/Rx 标定、功耗热裕量与量产放行审计,光模块台架全温Tx/Rx扫描测试数据,,cn-all-remaining-0718-fb968eb0
台架与产线采集,2/2,400G FR4 光模块接收灵敏度、温漂与通道一致性分析,光模块产线BERT/OPM原始测试日志,,cn-all-remaining-0719-1fbf1939
台架与产线采集,2/2,800G DR8 有源耦合站 Z 轴回差诊断与工艺能力恢复,FA耦合站设备原始cycle日志,,cn-all-remaining-0720-a00e9ad3
台架与产线采集,2/2,2500 m³高炉季度燃料比、碳平衡与炉况异常复盘,高炉产线台账与煤气分析原始数据,,cn-all-remaining-0738-e74fd102
台架与产线采集,2/2,纯电动乘用车高温爬坡工况动力电池冷却性能评估与标定建议,环境舱转鼓三轮CAN多路日志为台架采集数据,,cn-all-remaining-0743-9002d3ff
台架与产线采集,2/2,双交换机 MLAG 接入下服务器 LACP、VLAN 与巨帧故障回归定位,原文点名iperf3/pcap为多设备联调原始导出,iperf3,cn-all-remaining-0753-fd173b01
台架与产线采集,2/2,既有办公楼能耗基线、冷站运行诊断与绿色改造投资评估,BMS15分钟多通道设备时序数据,,cn-all-remaining-0778-f1829de6
台架与产线采集,2/2,高速装盒线伺服定位、节拍稳定性与安全联锁联合验收及量产投运判定,产线定位节拍安全联锁实测数据,,cn-all-remaining-0810-1f45cadd
台架与产线采集,2/2,100 kW光伏逆变器低电压穿越、谐波与孤岛保护联合评审及量产并网判定,LVRT/谐波/孤岛台架多通道原始测试记录,,cn-all-remaining-0816-3ff8f800
台架与产线采集,2/2,运载火箭整流罩跨声速气动载荷重构与设计工况筛选,风洞测压台架多通道原始测试数据,,cn-all-remaining-0820-6c8dfd98
台架与产线采集,2/2,24V工业控制板电源与RS-485接口失效整改及验证闭环,控制板台架调试记录+现场失效单,,cn-all-remaining-0834-0d96f3e7
台架与产线采集,3/3,锁车后静态电流超标与车身 CAN 周期唤醒根因定位,整车锁车台架电流与CAN多通道采集,,cn-all-remaining-0855-40b6e2a2
台架与产线采集,3/3,纯电样车下电后12V静态电流异常诊断与休眠策略验证,三组静态电流台架实测原始记录,,cn-all-remaining-0857-668003aa
台架与产线采集,3/3,铝冷板瞬态热模型参数标定、独立验证与网格收敛评估,台架加热冷却试验热电偶原始曲线,,cn-all-remaining-0876-98bfb7b0
台架与产线采集,3/3,PCBA回流焊炉温工艺窗口与缺陷联动优化,回流焊炉热电偶多通道台架曲线,,cn-all-remaining-0888-f1a44e1d
台架与产线采集,3/3,伺服升降模组节拍验证与运动参数定型,伺服升降模组2ms采样台架日志,,cn-all-remaining-0889-c1ffba9c
台架与产线采集,3/3,夹套反应釜温度串级回路辨识、PI整定与抗扰验证,阀位阶跃闭环趋势为工艺台架数据,,cn-all-remaining-0891-489fba3c
台架与产线采集,2/2,AMR更换驱动轮后的运动学参数联合标定与上线验证,激光跟踪仪与编码器原始标定轨迹数据,,cn-all-remaining-0892-1688f407
台架与产线采集,2/2,HX-201板式换热器温控回路辨识、PI整定与闭环验证,现场手动阶跃试验历史趋势原始数据,,cn-all-remaining-0895-94c9bd94
台架与产线采集,2/2,高速机器视觉检测系统镜头MTF、畸变、景深与缺陷检出联合验收及量产上线判定,镜头相机产线联合验收多通道采集数据,,cn-all-remaining-0914-bc4975d4
台架与产线采集,2/2,小型涡扇发动机稳态性能、瞬态响应、振动、滑油燃油与耐久保护联合地面验收及飞行验证准入判定,发动机台架稳态瞬态振动采集数据,,cn-all-remaining-0915-15619241
台架与产线采集,2/2,水性丙烯酸树脂连续聚合中试线物料衡算、移热能力、产品质量与安全联锁联合评审及万吨级工艺放大判定,中试线连续物料流温压产线采集,,cn-all-remaining-0917-498f7e66
台架与产线采集,2/2,协作机器人码垛工作站TCP位姿、3D视觉、节拍良率、安全功能与故障恢复联合验收及量产投运判定,协作机器人工作站TCP视觉产线验收采集,,cn-all-remaining-0919-ae74f23e
台架与产线采集,2/2,纯电动乘用车制动能量回收、热衰退、ABS稳定性与制动线控故障降级联合验证及SOP放行判定,整车制动系统八车联合验证台架数据,,cn-all-remaining-0925-0b3469e8
台架与产线采集,2/2,直流充电桩CAN报文解析、充电会话状态机与故障追溯,充电桩CAN报文单设备调试原始数据,,cn-all-remaining-0926-04473aa5
台架与产线采集,3/3,协作机器人关节RV减速器加速寿命、B10可靠性与DVT放行审计,试验台加速寿命遥测，无检索界面,,cn-all-remaining-0932-1d6d259d
台架与产线采集,3/3,精密阀芯外径量具R&R、SPC异常追溯与批次放行复核,量具R&R与产线抽检记录，无网页,,cn-all-remaining-0933-8ea9ae7d
台架与产线采集,3/3,动力电池模组汇流排激光焊接量测系统、DOE配方与PPAP量产冻结审计,焊接产线在线遥测数据，产线采集,,cn-all-remaining-0935-68660327
台架与产线采集,3/3,车载DC/DC电源模块双应力加速寿命、竞争失效建模与量产可靠性放行复核,试验箱双应力寿命遥测，无界面,,cn-all-remaining-0936-aa42df06
台架与产线采集,3/3,滚动轴承振动诊断与剥落尺寸定量,12测点振动加速度多通道采集数据，256000点/测点,,cn-all-remaining-0962-bdcaeabc
台架与产线采集,2/2,低轨遥感卫星高仰角过境测控链路短时失锁复盘、帧连续性审计与稳定性放行核验,RF/伺服/帧/测距多通道过境原始日志,,cn-all-remaining-1110-b3ea4f84
台架与产线采集,2/2,低轨遥感卫星多站日弧测量方法缺陷审计、时频/标校异常复核与交班放行核验,多站多通道测控原始测量日志,,cn-all-remaining-1111-780b1ffb
台架与产线采集,2/2,77 GHz FMCW雷达多通道标定、二维CFAR检测与多帧航迹封版复核,雷达台架ADC原始I/Q采集回放,,cn-all-remaining-1114-47bd2c78
台架与产线采集,2/2,南美白对虾夜间增氧与投喂联动试验数据复核、区组校正分析与60 m³中试放行,缸-日DO/水质10min传感器原始日志,,cn-all-remaining-1117-12938668
台架与产线采集,2/2,超导量子处理器Q3–Q4 CZ门维护后复校、旧版方法审计与短期放行核验,CZ扫描/RB/Ramsey台架原始扫描数据,,cn-all-remaining-1120-e886576e
台架与产线采集,2/2,HSM TRNG固件采样路径变更的健康测试重放、基线回归与封板评审,调试抽头原始采样与遥测捕获,,cn-all-remaining-1124-dd6054d2
台架与产线采集,2/2,区域自动气象站分钟观测质量复核、主备切换与业务发布准入,自动站多通道分钟采集与主备切换回放,,cn-all-remaining-1127-eb1513b4
台架与产线采集,2/2,PMSM 编码器电角度零位标定,单电机调试alignment步进时序,,cn-all-remaining-1211-7e853800
台架与产线采集,2/2,双向工业水下螺旋桨推力跟踪控制器,propeller_bench.csv为单台设备验收台架阶跃记录,,cn-all-remaining-1230-fa4539ed
台架与产线采集,2/2,基于实船回转试验的艏向跟踪舵控器,turning_trials.csv为实船回转试验台架记录,,cn-all-remaining-1233-9818d7c6
台架与产线采集,2/2,双推进器船舶推力与功率约束分配控制器,twin_prop_trials.csv为推进器系泊台架试验记录,,cn-all-remaining-1234-3392f4a4
台架与产线采集,2/2,高速滑行艇纵横姿态协同控制器,ride_trials.csv为截流板海试阶跃台架记录,,cn-all-remaining-1235-dfe1264e
台架与产线采集,2/2,船用柴油机负载扰动转速调速器,engine_trials.csv为柴油机台架燃油负载阶跃记录,,cn-all-remaining-1236-bfcba6a3
台架与产线采集,2/2,船舶横向压载调驳横倾控制器,ballast_trials.csv为压载调驳台架试验记录,,cn-all-remaining-1240-c95aca35
台架与产线采集,2/2,低速船舶三自由度动力定位控制器,dp_pulse_trials.csv为动力定位脉冲台架试验记录,,cn-all-remaining-1241-8a1b94a2
台架与产线采集,2/2,新装工业离心风机静压与失速裕度控制器,风机现场调试阶跃时序，单台设备调试记录,,cn-all-remaining-1244-cd3d21b5
台架与产线采集,2/2,半潜船吃水与纵倾协同压载控制器,压载泵阶跃调试记录，单机现场调试时序,,cn-all-remaining-1258-6624551d
台架与产线采集,2/2,水下作业吊放主动升沉补偿控制器,绞车湿式调试阶跃时序，单机现场调试记录,,cn-all-remaining-1261-86ef2e29
台架与产线采集,2/2,工业液压缸负载自适应位置控制器,液压缸阀阶跃调试时序，单机现场调试记录,,cn-all-remaining-1267-415f2c64
台架与产线采集,2/2,工业圆柱尾流旋转抑振控制器,圆柱尾流旋转调试时序，单机现场调试记录,,cn-all-remaining-1269-3e275392
台架与产线采集,2/2,变频泵长输管道末端压力控制器,管道变频泵阶跃调试时序，单机现场调试记录,,cn-all-remaining-1270-b6f5237b
台架与产线采集,2/2,工业直流母线储能稳压控制器,单台变流器调试阶跃时序，无检索网站,,cn-all-remaining-1271-bd70ed77
台架与产线采集,2/2,工业巡检机器鱼速度与航向协同控制器,单台机器鱼调试阶跃时序，无网站可依,,cn-all-remaining-1272-b8bf9c6d
台架与产线采集,2/2,工业蒸汽换热器出口温度控制器,单台换热器阀位调试阶跃时序,,cn-all-remaining-1276-03751279
台架与产线采集,2/2,工业卷对卷收卷张力控制器,单台收卷机力矩调试阶跃时序,,cn-all-remaining-1278-c90c6dfb
台架与产线采集,2/2,工业桥式起重机小车定位与载荷防摇控制器,单台起重机速度指令调试时序,,cn-all-remaining-1280-cc53ddd2
台架与产线采集,2/2,工业冷轧机出口厚度与张力协同控制器,单台轧机阶跃调试厚度张力时序,,cn-all-remaining-1281-ccaf70df
台架与产线采集,2/2,工业中和槽非线性 pH 控制器,单台中和槽加药调试阶跃时序,,cn-all-remaining-1283-b96cb1bf
台架与产线采集,2/2,工业蒸汽锅炉汽包水位三元素控制器,单台锅炉给水阀调试阶跃时序,,cn-all-remaining-1285-7b8649af
台架与产线采集,2/2,工业伺服压装接触过渡力控制器,单台压机压装调试恒速时序,,cn-all-remaining-1287-6ddf81af
台架与产线采集,3/3,工业带式输送机皮带跑偏纠偏控制器,"commissioning.csv为单设备调试阶跃时序,非网站",,cn-all-remaining-1288-f8d5abf9
台架与产线采集,3/3,工业曝气池溶解氧节能控制器,"commissioning.csv为单设备调试阶跃时序,非网站",,cn-all-remaining-1291-6c263615
台架与产线采集,3/3,工业连续谷物干燥机出口水分控制器,"commissioning.csv为单设备调试阶跃时序,非网站",,cn-all-remaining-1293-6c724b43
台架与产线采集,3/3,工业制冷蒸发器过热度控制器,"commissioning.csv为单设备调试阶跃时序,非网站",,cn-all-remaining-1294-55ac6de2
台架与产线采集,3/3,工业燃气加热炉烟气氧量控制器,"commissioning.csv为单设备调试阶跃时序,非网站",,cn-all-remaining-1295-13356b7a
CAD/EDA 桌面工程文件,2/3,优购女鞋 · 小程序PRD,墨刀桌面工程文件非可浏览网页,,cn-all-remaining-0001-786f6572
CAD/EDA 桌面工程文件,3/3,AR眼动追踪VGA传感器微型镜头规格书设计项目,镜头规格书为CAD机械工程图纸,,cn-all-remaining-0003-753d9f01
CAD/EDA 桌面工程文件,2/3,丽江某房地产项目前期方案策划与分析,红线卫星图用于CAD建筑方案设计,,cn-all-remaining-0018-920bd0dc
CAD/EDA 桌面工程文件,3/3,球罐设计文件校审与图纸修正,DXF图纸与压力容器计算书,,cn-all-remaining-0045-5cf73d18
CAD/EDA 桌面工程文件,3/3,球罐管口方位布置图绘制,管口方位DXF布置图绘制任务,,cn-all-remaining-0049-81912daf
CAD/EDA 桌面工程文件,2/2,面向物理学家的晶体结构三维可视化与配位环境分析 GUI 工具开发,CIF/POSCAR结构文件属于桌面工程文件类,,cn-all-remaining-0055-5f8881ce
CAD/EDA 桌面工程文件,2/2,二维平面连杆机构参数化设计与运动学仿真 GUI 工具开发,机构参数化建模属于CAD类工程设计文件,,cn-all-remaining-0057-9784d630
CAD/EDA 桌面工程文件,2/2,园区道路竣工图缺失横断面与土方表补全,DXF横断面图与土方表是CAD图纸文件,,cn-all-remaining-0077-add9ca23
CAD/EDA 桌面工程文件,2/2,园区道路纵断设计成果恢复与逐桩高程复核,DXF纵断面设计图是CAD工程图纸,,cn-all-remaining-0078-cda23730
CAD/EDA 桌面工程文件,2/2,现场组焊焊接接头编号布置图与检测、硬度部位图,球罐焊接布置图为DXF设备图纸,,cn-all-remaining-0080-d714b92f
CAD/EDA 桌面工程文件,2/2,人形机器人一体化线性执行器（反转式行星滚柱丝杠构型）结构设计与多物理场校核任务,需交付三维CAD装配与轴承选型模型,,cn-all-remaining-0113-7d680a14
CAD/EDA 桌面工程文件,2/2,竣工图册结构化重构与受控出图,竣工DXF图纸页级重构出图，桌面CAD文件,,cn-all-remaining-0123-656e26a4
CAD/EDA 桌面工程文件,2/2,城市次干路交通安全设施设计与出图,交通标志标线DXF+FreeCAD工程源文件设计,,cn-all-remaining-0124-30d49720
CAD/EDA 桌面工程文件,2/2,球罐附属平台盘梯钢结构专项设计,球罐平台钢结构专项DXF图纸与工程图册,,cn-all-remaining-0125-86fa09c7
CAD/EDA 桌面工程文件,2/2,交通标志标线图表一致性整改,交通标志标线DXF一致性整改，桌面CAD成果,,cn-all-remaining-0128-db79712b
CAD/EDA 桌面工程文件,2/2,两处交叉口渠化施工图及车道拓扑重建,交叉口渠化施工图DXF与车道拓扑CAD文件,,cn-all-remaining-0129-cfec2dd0
CAD/EDA 桌面工程文件,2/2,交通标志版面及支撑结构详图重建,交通标志结构详图DXF重建，桌面CAD成果,,cn-all-remaining-0130-7dc96439
CAD/EDA 桌面工程文件,2/2,四处交叉口交通信号设施布置及设备清单补全,"DXF竣工图,设备块图层与属性编辑",,cn-all-remaining-0177-eaac0e4d
CAD/EDA 桌面工程文件,2/2,四处交叉口交通信号管线网络及电缆清册重建,"DXF管线平面图+断面详图,块属性",,cn-all-remaining-0178-56bf88f1
CAD/EDA 桌面工程文件,2/2,市政道路多专业综合冲突检查与消解,"道路BIM台账xlsx,跨专业几何坐标协调",,cn-all-remaining-0180-5430cc08
CAD/EDA 桌面工程文件,2/2,四区段雨水管网平面及构筑物属性重建,"DXF雨水管网平面图,构筑物块属性",,cn-all-remaining-0181-49c052bc
CAD/EDA 桌面工程文件,2/2,六区段雨水管线纵断面补绘及水力复核,"DXF纵断面图,井线管段可编辑矢量",,cn-all-remaining-0184-f035325a
CAD/EDA 桌面工程文件,2/2,照明竣工图运维接管索引图、台账及复核报告编制,"DXF竣工索引图,新增图层块属性",,cn-all-remaining-0185-e54d6ed7
CAD/EDA 桌面工程文件,2/2,球罐基础荷载及地脚螺栓设计条件图,DXF基础条件图+正式设计PDF图样,,cn-all-remaining-0186-e7bbf411
CAD/EDA 桌面工程文件,2/2,综合管线交叉会审标记及问题闭环,输入为DXF会审底图和管线交叉复核图纸,,cn-all-remaining-0187-605dc08a
CAD/EDA 桌面工程文件,2/2,球罐基础条件图与荷载提资,输出为DXF/PDF基础条件图及强度计算书,,cn-all-remaining-0188-42909212
CAD/EDA 桌面工程文件,2/2,水泵机械零部件正向设计与轴承全工况寿命校核综合任务,输入为泵体STEP/DWG零件图与装配示意图,,cn-all-remaining-0195-5825e6c9
CAD/EDA 桌面工程文件,2/2,新能源汽车电机轴机加工工艺规格书,交付为机加工工艺CAD图纸与形位公差标注PDF,,cn-all-remaining-0197-3096cac7
CAD/EDA 桌面工程文件,2/2,AI 玩具主控板硬件开发,KiCad原理图/PCB工程文件与Gerber制造资料,,cn-all-remaining-0200-7d3bbee1
CAD/EDA 桌面工程文件,2/2,硬件积木主控板硬件开发,基于KiCad初始工程文件完成原理图与PCB布线,,cn-all-remaining-0201-aa7b482c
CAD/EDA 桌面工程文件,2/2,MIDI 到专业五线谱制谱,MuseScore专有工程文件.mscz，桌面制谱软件产物,,cn-all-remaining-0205-56a2c514
CAD/EDA 桌面工程文件,2/2,AI 玩具主控板硬件开发,KiCad原理图/PCB Layout/Gerber等EDA工程文件,,cn-all-remaining-0215-7ece7df7
CAD/EDA 桌面工程文件,3/3,商品房组合销售额上限及变化趋势测试,dwg红线图AutoCAD建筑设计文件,,cn-all-remaining-0225-67c5083f
CAD/EDA 桌面工程文件,3/3,4500 m3/d造纸废水处理工艺计算、二沉池口径纠正与CAD一致性审计,8张DXF工程图纸与CAD成果审计,,cn-all-remaining-0229-ee451ace
CAD/EDA 桌面工程文件,3/3,水泵机械零部件正向设计与轴承全工况寿命校核综合任务,水泵STEP/dwg三维装配设计文件,,cn-all-remaining-0233-716f6fd9
CAD/EDA 桌面工程文件,3/3,山地园区道路纵断面拉坡设计与土石方工程费优化,道路纵断面拉坡属专业道路设计,,cn-all-remaining-0256-f2187348
CAD/EDA 桌面工程文件,2/2,某工业园道路照明竣工图模型空间独立分图与单页归档包编制,竣工图纸DXF模型空间图元文件,,cn-all-remaining-0343-6e312f2e
CAD/EDA 桌面工程文件,3/3,BrickCore PCBA 原理图与 Layout 设计工程,KiCad原理图与PCB Layout工程文件,,cn-all-remaining-0360-312accf1
CAD/EDA 桌面工程文件,2/2,球罐罐区无损检测与热处理资源配置及工期优化,球壳排板图与焊缝接头清单等工程图纸表格,,cn-all-remaining-0370-135929fe
CAD/EDA 桌面工程文件,2/2,PAC 加药撬双泵 PLC 联锁、轮换与 FAT 交付,CODESYS PLC工程项目源文件,CODESYS,cn-all-remaining-0396-47ba439c
CAD/EDA 桌面工程文件,2/2,三层社区卫生服务中心建筑方案功能、疏散与无障碍比选放行评估,房间门窗网络数据来自建筑方案CAD/BIM模型,,cn-all-remaining-0404-b99d77e5
CAD/EDA 桌面工程文件,2/2,某工业园道路照明工程量、回路分组与逐灯追溯核验包编制,竣工DXF图纸材料表，桌面CAD文件,,cn-all-remaining-0469-86e80d53
CAD/EDA 桌面工程文件,3/3,海棠智造园A3栋首层共享服务中心建筑方案深化与校审闭环,"DXF现状测绘图纸,系CAD工程文件",,cn-all-remaining-0673-e23ff9b3
CAD/EDA 桌面工程文件,3/3,2F施工图模型机电综合碰撞复核与BCF问题闭环,IFC建筑结构机电模型碰撞数据,,cn-all-remaining-0698-b3bfdb3e
CAD/EDA 桌面工程文件,2/2,城市建筑物底图配准更新、变化核查与质量评估,正射影像+建筑底图矢量工程数据,,cn-all-remaining-0722-53715935
CAD/EDA 桌面工程文件,2/2,清河商务中心A座3—5层租赁面积复核及BIM空间属性回写,IFC BIM模型只读解析回写,,cn-all-remaining-0727-906c12e1
CAD/EDA 桌面工程文件,2/2,16S动力电池CMU采样从板RevA问题定位与RevB硬件ECO整改验证,原文点名KiCad工程为EDA桌面设计文件,KiCad,cn-all-remaining-0752-efc39390
CAD/EDA 桌面工程文件,2/2,办公楼租赁改造密集档案柜楼板及次梁结构复核,脱敏结构平面BIM式工程数据,,cn-all-remaining-0783-2131962d
CAD/EDA 桌面工程文件,2/2,包装输送线主动滚筒轴提速后的强度、疲劳、挠度与轴承寿命复核,含可编辑DXF轴轮廓为CAD工程文件,,cn-all-remaining-0800-810be4f7
CAD/EDA 桌面工程文件,2/2,园区中路道路工程量清单整理,道路工程量清单来自DXF图纸,,cn-all-remaining-0803-b381ca33
CAD/EDA 桌面工程文件,2/2,租赁住房竣工 BIM 模型房源与物业资产交付核验,IFC4 BIM模型属CAD工程文件,,cn-all-remaining-0807-116749fd
CAD/EDA 桌面工程文件,2/2,512Wh 户外电源外观改款、CMF 定版与 DVT 试产评审交付,冻结OBJ核心+3D外壳CAD设计交付件,,cn-all-remaining-0818-8c722c79
CAD/EDA 桌面工程文件,3/3,商业办公楼租赁面积复核与BIM空间台账更新,以IFC模型IfcSpace为唯一面积基线,,cn-all-remaining-0861-b190cb70
CAD/EDA 桌面工程文件,2/2,R15雨水图纸集页组清点与文字空间索引,R15 DXF工程图纸复核与标注,,cn-all-remaining-0907-ebabf865
CAD/EDA 桌面工程文件,3/3,东港科创中心A座 IFC 模型属性、净高与碰撞联合审查,IFC建筑结构机电模型，BIM工程文件,,cn-all-remaining-0963-6a4b01d0
CAD/EDA 桌面工程文件,3/3,交通设施运维总图与分区图编制,道路A交通竣工DXF图纸文件,,cn-all-remaining-0964-1196f166
CAD/EDA 桌面工程文件,3/3,交通信号管线与手孔井专项运维图编制,道路A交通竣工DXF图纸文件,,cn-all-remaining-0990-ce20c74a
CAD/EDA 桌面工程文件,3/3,球罐球壳分带排板设计与下料出图,交付排板下料dxf图，桌面CAD工程文件,,cn-all-remaining-1000-78619d1a
CAD/EDA 桌面工程文件,2/2,球壳板订货规格与下料排板、样板编制,输入是球罐设计图转DXF下料图纸,,cn-all-remaining-1087-0475891c
CAD/EDA 桌面工程文件,2/2,球罐本体水压、气密试验及沉降监测布置图,输入是球罐设计图转DXF试验图纸,,cn-all-remaining-1088-31bcc26f
